MC simulation of bulk k227 at 5.0 keV + CSF + BSF
Characteristic
Type:	Characteristic
# of electrons	10000
# of scattering events	1022336
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	5135.833015962701	3057.955199324289
Si K-L3	934.8012335215346	875.7777487477682
Si K-M3	15.934420178531916	15.030944455715357
Pb M4-N6	1181.148674086222	1143.0705446257896
Pb M5-N7	2180.8952500814435	2102.485099776052
Bremsstrahlung Fluorescence
Type:	Continuum Fluorescence
# of electrons	10000
# of scattering events	101163
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	3.369316450466247	1.196710478189643
Si K-L3	7.08621900578729	4.014797402684741
Si K-M3	0.12079016058841058	0.07129752336360975
Pb M4-N6	8.637485181848598	6.222779068377483
Pb M5-N7	15.131784083034601	10.625036193312537
Characteristic Fluorescence
Type:	Characteristic Fluorescence
# of electrons	10000
# of scattering events	101960
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	0.9149676785893129	0.16301850991351607
Si K-L3	11.489572714402351	5.6610541115645505
Si K-M3	0.1958487780481327	0.10118446931299349
Pb M4-N6	0.5079901562799312	0.38910246885255184
Pb M5-N7	0.7517562600036104	0.5609541042894002
